~ACCTNO~|~TRDATE~|~TRTYPE~|~TRDESC~|~TRAMT~|~REV1~|~REV2~|~REV3~|~REV4~|~REV5~|~REV6~|~REV7~|~REV8~|~REV9~|~REV10~|~REV11~|~REV12~|~REV13~|~REV14~|~REV15~|~TAX1~|~TAX2~|~TAX3~|~TAX4~|~TAX5~|~TAX6~|~TAX7~|~TAX8~|~TAX9~|~TAX10~|~TAX11~|~TAX12~|~TAX13~|~TAX14~|~TAX15~|~MTY1~|~MTY2~|~MTY3~|~MTY4~|~MTY5~|~MTY6~|~MTY7~|~CRD1~|~CRD2~|~CRD3~|~CRD4~|~CRD5~|~CRD6~|~CRD7~|~PRD1~|~PRD2~|~PRD3~|~PRD4~|~PRD5~|~PRD6~|~PRD7~|~ERD1~|~ERD2~|~ERD3~|~ERD4~|~ERD5~|~ERD6~|~ERD7~|~BLNO~|~RDATE~|~BDATE~|~PDDATE~|~DDATE~|~PRP~|~OPNO~|~RBAL~|~CHKA~|~CSHA~|~PDATE~
~31~|~09/18/2000~|~6~|~PENALTY~|~1.54~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1.54~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~0~|~0~|~16.96~|~0.00~|~0.00~|~~
~31~|~08/31/2000~|~1~|~Utility Billing~|~15.42~|~15.42~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~340440~|~0~|~0~|~0~|~0~|~0~|~0~|~336870~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~28~|~08/29/2000~|~08/31/2000~|~09/15/2000~|~~|~0~|~0~|~15.42~|~0.00~|~0.00~|~07/27/2000~
~31~|~08/22/2000~|~4~|~413~|~16.52~|~15.02~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1.50~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~1~|~0.00~|~16.52~|~0.00~|~~
~31~|~08/15/2000~|~6~|~PENALTY~|~1.50~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1.50~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~0~|~0~|~16.52~|~0.00~|~0.00~|~~
~31~|~07/31/2000~|~1~|~Utility Billing~|~15.02~|~15.02~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~336870~|~0~|~0~|~0~|~0~|~0~|~0~|~333460~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~28~|~07/26/2000~|~07/31/2000~|~08/15/2000~|~~|~0~|~0~|~15.02~|~0.00~|~0.00~|~06/26/2000~
~31~|~07/17/2000~|~4~|~401~|~14.61~|~14.61~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~1~|~0.00~|~14.61~|~0.00~|~~
~31~|~06/29/2000~|~1~|~Utility Billing~|~14.62~|~14.62~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~333460~|~0~|~0~|~0~|~0~|~0~|~0~|~330210~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~28~|~06/28/2000~|~06/29/2000~|~07/17/2000~|~~|~0~|~0~|~14.61~|~0.00~|~0.00~|~05/30/2000~
~31~|~06/15/2000~|~4~|~3864~|~14.36~|~14.36~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~1~|~-.01~|~14.36~|~0.00~|~~
~31~|~05/31/2000~|~1~|~Utility Billing~|~14.35~|~14.35~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~330210~|~0~|~0~|~0~|~0~|~0~|~0~|~327070~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~28~|~05/30/2000~|~05/31/2000~|~06/15/2000~|~~|~0~|~0~|~14.35~|~0.00~|~0.00~|~04/26/2000~
~31~|~05/15/2000~|~4~|~682~|~14.60~|~14.60~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~1~|~0.00~|~14.60~|~0.00~|~~
~31~|~05/01/2000~|~1~|~Utility Billing~|~14.60~|~14.60~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~327070~|~0~|~0~|~0~|~0~|~0~|~0~|~323830~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~28~|~04/26/2000~|~05/01/2000~|~05/15/2000~|~~|~0~|~0~|~14.60~|~0.00~|~0.00~|~03/30/2000~
~31~|~04/17/2000~|~4~|~660~|~20.10~|~18.95~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1.15~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~1~|~0.00~|~20.10~|~0.00~|~~
~31~|~03/30/2000~|~1~|~Utility Billing~|~18.95~|~18.95~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~323830~|~0~|~0~|~0~|~0~|~0~|~0~|~318850~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~28~|~03/29/2000~|~03/30/2000~|~04/17/2000~|~~|~0~|~0~|~20.10~|~0.00~|~0.00~|~02/28/2000~
~31~|~03/20/2000~|~4~|~POSTMARK3/17/00~|~11.50~|~11.50~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~1~|~1.15~|~11.50~|~0.00~|~~
~31~|~03/16/2000~|~6~|~PENALTY~|~1.15~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1.15~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~0~|~0~|~12.65~|~0.00~|~0.00~|~~
~31~|~02/29/2000~|~1~|~Utility Billing~|~11.50~|~11.50~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~318850~|~0~|~0~|~0~|~0~|~0~|~0~|~317770~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~735~|~02/24/2000~|~02/29/2000~|~03/15/2000~|~~|~0~|~0~|~11.50~|~0.00~|~0.00~|~01/21/2000~
~31~|~02/14/2000~|~4~|~BILLING-PAYMENT~|~11.50~|~11.50~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~1~|~0.00~|~0.00~|~11.50~|~~
~31~|~02/03/2000~|~1~|~Utility Billing~|~11.50~|~11.50~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~317770~|~0~|~0~|~0~|~0~|~0~|~0~|~316950~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~737~|~01/21/2000~|~02/03/2000~|~02/17/2000~|~~|~0~|~0~|~11.50~|~0.00~|~0.00~|~12/28/1999~
~31~|~12/08/1999~|~7~|~DEPOSIT PAYMENT~|~40.00~|~40.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~1~|~0.00~|~0.00~|~40.00~|~~
~33~|~01/31/2018~|~1~|~Utility Billing~|~73.49~|~15.65~|~29.84~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~689820~|~0~|~0~|~0~|~0~|~0~|~0~|~685730~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~990~|~01/24/2018~|~01/31/2018~|~02/15/2018~|~02/12/2018~|~0~|~5~|~73.49~|~0.00~|~0.00~|~12/21/2017~
~33~|~01/11/2018~|~4~|~DRAFT PAYMENT TRANS~|~65.76~|~13.24~|~24.52~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~65.76~|~~
~33~|~12/29/2017~|~1~|~Utility Billing~|~65.76~|~13.24~|~24.52~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~685730~|~0~|~0~|~0~|~0~|~0~|~0~|~682510~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~66~|~12/21/2017~|~12/29/2017~|~01/16/2018~|~01/10/2018~|~0~|~5~|~65.76~|~0.00~|~0.00~|~11/22/2017~
~33~|~12/11/2017~|~4~|~DRAFT PAYMENT TRANS~|~69.85~|~14.52~|~27.33~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~69.85~|~~
~33~|~11/30/2017~|~1~|~Utility Billing~|~69.85~|~14.52~|~27.33~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~682510~|~0~|~0~|~0~|~0~|~0~|~0~|~678830~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~66~|~11/22/2017~|~11/30/2017~|~12/15/2017~|~12/11/2017~|~0~|~5~|~69.85~|~0.00~|~0.00~|~10/25/2017~
~33~|~11/14/2017~|~4~|~DRAFT PAYMENT TRANS~|~69.31~|~14.35~|~26.96~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~69.31~|~~
~33~|~10/31/2017~|~1~|~Utility Billing~|~69.31~|~14.35~|~26.96~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~678830~|~0~|~0~|~0~|~0~|~0~|~0~|~675210~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~65~|~10/25/2017~|~10/31/2017~|~11/15/2017~|~11/10/2017~|~0~|~5~|~69.31~|~0.00~|~0.00~|~09/26/2017~
~33~|~10/11/2017~|~4~|~DRAFT PAYMENT TRANS~|~82.47~|~18.45~|~36.02~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~82.47~|~~
~33~|~09/29/2017~|~1~|~Utility Billing~|~82.47~|~18.45~|~36.02~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~675210~|~0~|~0~|~0~|~0~|~0~|~0~|~670110~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~66~|~09/26/2017~|~09/29/2017~|~10/16/2017~|~10/10/2017~|~0~|~5~|~82.47~|~0.00~|~0.00~|~08/23/2017~
~33~|~09/12/2017~|~4~|~DRAFT PAYMENT TRANS~|~91.10~|~21.14~|~41.96~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~91.10~|~~
~33~|~08/31/2017~|~1~|~Utility Billing~|~91.10~|~21.14~|~41.96~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~670110~|~0~|~0~|~0~|~0~|~0~|~0~|~664040~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~63~|~08/23/2017~|~08/31/2017~|~09/15/2017~|~09/11/2017~|~0~|~5~|~91.10~|~0.00~|~0.00~|~07/21/2017~
~33~|~08/10/2017~|~4~|~DRAFT PAYMENT TRANS~|~109.41~|~26.84~|~54.57~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~109.41~|~~
~33~|~07/31/2017~|~1~|~Utility Billing~|~109.41~|~26.84~|~54.57~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~664040~|~0~|~0~|~0~|~0~|~0~|~0~|~655910~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~65~|~07/21/2017~|~07/31/2017~|~08/15/2017~|~08/10/2017~|~0~|~5~|~109.41~|~0.00~|~0.00~|~06/23/2017~
~33~|~07/10/2017~|~4~|~DRAFT PAYMENT TRANS~|~107.73~|~25.60~|~54.13~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~107.73~|~~
~33~|~06/30/2017~|~1~|~Utility Billing~|~107.73~|~25.60~|~54.13~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~655910~|~0~|~0~|~0~|~0~|~0~|~0~|~647270~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~65~|~06/23/2017~|~06/30/2017~|~07/17/2017~|~07/10/2017~|~0~|~5~|~107.73~|~0.00~|~0.00~|~05/25/2017~
~33~|~06/12/2017~|~4~|~DRAFT PAYMENT TRANS~|~127.80~|~31.84~|~67.96~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~127.80~|~~
